event_id,shower_event_id,array_id,telescope_id,source_bunch_index,source_coordinate_frame,input_x_m,input_y_m,input_z_m,input_dir_x,input_dir_y,input_dir_z,time_ns,emission_altitude_km,multiplicity,wavelength_nm,eventio_2d
110,1,10,0,103,corsika_nwu_relative,-0.9619999695,-3.785,0,-0.0234999992,-0.02996666729,-0.9992746114,-64.40000153,5.211947188,4.590000153,727.5123966,1
110,1,10,0,104,corsika_nwu_relative,-2.603999939,-1.431999969,0,-0.02553333342,-0.02706666663,-0.9993074824,-64.5,5.211947188,4.599999905,289.4159633,1
110,1,10,0,105,corsika_nwu_relative,-1.551999969,-3.357000122,0,-0.0242666658,-0.02946666628,-0.9992711566,-64.40000153,5.19996,4.650000095,274.607494,1
110,1,10,0,106,corsika_nwu_relative,-0.2360000038,1.891000061,0,-0.02263333276,-0.02290000021,-0.9994815267,-65,5.19996,4.659999847,514.5681515,1
110,1,10,0,107,corsika_nwu_relative,1.953999939,1.53,0,-0.01986666583,-0.02333333343,-0.9995303253,-65.09999847,5.188000313,4.690000057,295.2506757,1
110,1,10,0,108,corsika_nwu_relative,1.436000061,1.766999969,0,-0.02050000057,-0.02300000004,-0.9995252623,-65.09999847,5.188000313,4.710000038,261.705427,1
110,1,10,0,109,corsika_nwu_relative,3.236000061,0.06400000095,0,-0.01820000075,-0.02516666614,-0.9995175831,-65.09999847,5.188000313,4.710000038,914.863252,1
110,1,10,0,110,corsika_nwu_relative,-2.113999939,-2.271999969,0,-0.02506666631,-0.02816666663,-0.9992888977,-64.5,5.176068438,4.75,264.9115719,1
110,1,10,0,111,corsika_nwu_relative,-1.828000031,-0.2870000076,0,-0.02470000088,-0.02559999935,-0.9993670747,-64.69999695,5.176068438,4.760000229,450.9058571,1
110,1,10,0,112,corsika_nwu_relative,3.322999878,-0.1310000038,0,-0.01803333312,-0.0253666658,-0.9995155482,-65.09999847,5.176068438,4.78000021,527.5775565,1
110,1,10,0,113,corsika_nwu_relative,3.653999939,-0.9309999847,0,-0.0175999999,-0.02639999986,-0.9994965133,-65,5.16416375,4.789999962,277.2830063,1
110,1,10,0,114,corsika_nwu_relative,-1.803000031,-0.3010000038,0,-0.02473333292,-0.02556666732,-0.9993671036,-64.69999695,5.16416375,4.820000172,478.4229015,1
110,1,10,0,115,corsika_nwu_relative,-1.976000061,-0.7180000305,0,-0.02496666647,-0.02613333426,-0.9993466438,-64.59999847,5.16416375,4.829999924,267.6045663,1
110,1,10,0,116,corsika_nwu_relative,3.713999939,-1.43,0,-0.01746666618,-0.02706666663,-0.9994810209,-65,5.16416375,4.840000153,264.0883944,1
110,1,10,0,117,corsika_nwu_relative,0.03799999952,1.151999969,0,-0.02233333327,-0.02363333292,-0.9994712041,-65,5.152286563,4.849999905,618.4820436,1
110,1,10,0,118,corsika_nwu_relative,-1.541000061,0.06,0,-0.02443333343,-0.02506666631,-0.9993871494,-64.69999695,5.152286563,4.880000114,330.5337336,1
110,1,10,0,119,corsika_nwu_relative,-1.836999969,-2.826000061,0,-0.02486666664,-0.02893333323,-0.9992719906,-64.5,5.152286563,4.570000172,661.6883806,1
110,1,10,0,120,corsika_nwu_relative,-0.4620000076,0.9869999695,0,-0.02303333394,-0.02380000055,-0.9994513622,-64.90000153,5.140436563,4.579999924,624.9645022,1
110,1,10,0,121,corsika_nwu_relative,-0.8859999847,0.7140000153,0,-0.02360000089,-0.02413333394,-0.9994301487,-64.80000305,5.140436563,4.610000134,430.8595556,1
110,1,10,0,122,corsika_nwu_relative,2.116000061,0.93,0,-0.01953333244,-0.02383333258,-0.9995250978,-65.09999847,5.140436563,4.619999886,493.4143643,1
110,1,10,0,123,corsika_nwu_relative,3.656000061,-1.615,0,-0.01740000024,-0.02730000019,-0.9994758376,-65,5.12861375,4.630000114,501.4774977,1
110,1,10,0,124,corsika_nwu_relative,3.562000122,-0.9630000305,0,-0.01750000007,-0.02639999986,-0.9994982691,-65,5.12861375,4.670000076,458.1086914,1
110,1,10,0,125,corsika_nwu_relative,-1.333999939,-3.492999878,0,-0.0242666658,-0.0298999995,-0.9992582844,-64.40000153,5.12861375,4.679999828,413.6272037,1
110,1,10,0,126,corsika_nwu_relative,3.587999878,-1.193000031,0,-0.01743333414,-0.02673333324,-0.9994905741,-65,5.116818438,4.699999809,742.9542056,1
110,1,10,0,127,corsika_nwu_relative,1.108000031,1.186999969,0,-0.02089999989,-0.02336666733,-0.9995084736,-65,5.116818438,4.710000038,695.9459132,1
110,1,10,0,128,corsika_nwu_relative,-1.938000031,-2.231000061,0,-0.02520000003,-0.02816666663,-0.9992855442,-64.5,5.10505,4.739999771,357.116766,1
